t,x,y,couleur
0,138.573,47.6536,bleu
0,138.573,48.776,bleu
0,139.695,5,bleu
0,139.695,6.12246,bleu
0,139.695,7.24492,bleu
0,139.695,8.36739,bleu
0,139.695,9.48985,bleu
0,139.695,10.6123,bleu
0,139.695,11.7348,bleu
0,139.695,12.8572,bleu
0,139.695,13.9797,bleu
0,139.695,15.1022,bleu
0,139.695,16.2246,bleu
0,139.695,17.3471,bleu
0,139.695,18.4695,bleu
0,139.695,19.592,bleu
0,139.695,20.7145,bleu
0,139.695,21.8369,bleu
0,139.695,22.9594,bleu
0,139.695,24.0819,bleu
0,139.695,25.2043,bleu
0,139.695,26.3268,bleu
0,139.695,27.4492,bleu
0,139.695,28.5717,bleu
0,139.695,29.6942,bleu
0,139.695,30.8166,bleu
0,139.695,31.9391,bleu
0,139.695,33.0616,bleu
0,139.695,34.184,bleu
0,139.695,35.3065,bleu
0,139.695,36.4289,bleu
0,139.695,37.5514,bleu
0,139.695,38.6739,bleu
0,139.695,39.7963,bleu
0,139.695,40.9188,bleu
0,139.695,42.0412,bleu
0,139.695,43.1637,bleu
0,139.695,44.2862,bleu
0,139.695,45.4086,bleu
0,139.695,46.5311,bleu
0,139.695,47.6536,bleu
0,139.695,48.776,bleu
0,140.818,5,bleu
0,140.818,6.12246,bleu
0,140.818,7.24492,bleu
0,140.818,8.36739,bleu
0,140.818,9.48985,bleu
0,140.818,10.6123,bleu
0,140.818,11.7348,bleu
0,140.818,12.8572,bleu
0,140.818,13.9797,bleu
0,140.818,15.1022,bleu
0,140.818,16.2246,bleu
0,140.818,17.3471,bleu
0,140.818,18.4695,bleu
0,140.818,19.592,bleu
0,140.818,20.7145,bleu
0,140.818,21.8369,bleu
0,140.818,22.9594,bleu
0,140.818,24.0819,bleu
0,140.818,25.2043,bleu
0,140.818,26.3268,bleu
0,140.818,27.4492,bleu
0,140.818,28.5717,bleu
0,140.818,29.6942,bleu
0,140.818,30.8166,bleu
0,140.818,31.9391,bleu
0,140.818,33.0616,bleu
0,140.818,34.184,bleu
0,140.818,35.3065,bleu
0,140.818,36.4289,bleu
0,140.818,37.5514,bleu
0,140.818,38.6739,bleu
0,140.818,39.7963,bleu
0,140.818,40.9188,bleu
0,140.818,42.0412,bleu
0,140.818,43.1637,bleu
0,140.818,44.2862,bleu
0,140.818,45.4086,bleu
0,140.818,46.5311,bleu
0,140.818,47.6536,bleu
0,140.818,48.776,bleu
0,141.94,5,bleu
0,141.94,6.12246,bleu
0,141.94,7.24492,bleu
0,141.94,8.36739,bleu
0,141.94,9.48985,bleu
0,141.94,10.6123,bleu
0,141.94,11.7348,bleu
0,141.94,12.8572,bleu
0,141.94,13.9797,bleu
0,141.94,15.1022,bleu
0,141.94,16.2246,bleu
0,141.94,17.3471,bleu
0,141.94,18.4695,bleu
0,141.94,19.592,bleu
0,141.94,20.7145,bleu
0,141.94,21.8369,bleu
0,141.94,22.9594,bleu
0,141.94,24.0819,bleu
0,141.94,25.2043,bleu
0,141.94,26.3268,bleu
0,141.94,27.4492,bleu
0,141.94,28.5717,bleu
0,141.94,29.6942,bleu
0,141.94,30.8166,bleu
0,141.94,31.9391,bleu
0,141.94,33.0616,bleu
0,141.94,34.184,bleu
0,141.94,35.3065,bleu
0,141.94,36.4289,bleu
0,141.94,37.5514,bleu
0,141.94,38.6739,bleu
0,141.94,39.7963,bleu
0,141.94,40.9188,bleu
0,141.94,42.0412,bleu
0,141.94,43.1637,bleu
0,141.94,44.2862,bleu
0,141.94,45.4086,bleu
0,141.94,46.5311,bleu
0,141.94,47.6536,bleu
0,141.94,48.776,bleu
0,143.063,5,bleu
0,143.063,6.12246,bleu
0,143.063,7.24492,bleu
0,143.063,8.36739,bleu
0,143.063,9.48985,bleu
0,143.063,10.6123,bleu
0,143.063,11.7348,bleu
0,143.063,12.8572,bleu
0,143.063,13.9797,bleu
0,143.063,15.1022,bleu
0,143.063,16.2246,bleu
0,143.063,17.3471,bleu
0,143.063,18.4695,bleu
0,143.063,19.592,bleu
0,143.063,20.7145,bleu
0,143.063,21.8369,bleu
0,143.063,22.9594,bleu
0,143.063,24.0819,bleu
0,143.063,25.2043,bleu
0,143.063,26.3268,bleu
0,143.063,27.4492,bleu
0,143.063,28.5717,bleu
0,143.063,29.6942,bleu
0,143.063,30.8166,bleu
0,143.063,31.9391,bleu
0,143.063,33.0616,bleu
0,143.063,34.184,bleu
0,143.063,35.3065,bleu
0,143.063,36.4289,bleu
0,143.063,37.5514,bleu
0,143.063,38.6739,bleu
0,143.063,39.7963,bleu
0,143.063,40.9188,bleu
0,143.063,42.0412,bleu
0,143.063,43.1637,bleu
0,143.063,44.2862,bleu
0,143.063,45.4086,bleu
0,143.063,46.5311,bleu
0,143.063,47.6536,bleu
0,143.063,48.776,bleu
0,144.185,5,bleu
0,144.185,6.12246,bleu
0,144.185,7.24492,bleu
0,144.185,8.36739,bleu
0,144.185,9.48985,bleu
0,144.185,10.6123,bleu
0,144.185,11.7348,bleu
0,144.185,12.8572,bleu
0,144.185,13.9797,bleu
0,144.185,15.1022,bleu
0,144.185,16.2246,bleu
0,144.185,17.3471,bleu
0,144.185,18.4695,bleu
0,144.185,19.592,bleu
0,144.185,20.7145,bleu
0,144.185,21.8369,bleu
0,144.185,22.9594,bleu
0,144.185,24.0819,bleu
0,144.185,25.2043,bleu
0,144.185,26.3268,bleu
0,144.185,27.4492,bleu
0,144.185,28.5717,bleu
0,144.185,29.6942,bleu
0,144.185,30.8166,bleu
0,144.185,31.9391,bleu
0,144.185,33.0616,bleu
0,144.185,34.184,bleu
0,144.185,35.3065,bleu
0,144.185,36.4289,bleu
0,144.185,37.5514,bleu
0,144.185,38.6739,bleu
0,144.185,39.7963,bleu
0,144.185,40.9188,bleu
0,144.185,42.0412,bleu
0,144.185,43.1637,bleu
0,144.185,44.2862,bleu
0,144.185,45.4086,bleu
0,144.185,46.5311,bleu
0,144.185,47.6536,bleu
0,144.185,48.776,bleu
0,145.308,5,bleu
0,145.308,6.12246,bleu
0,145.308,7.24492,bleu
0,145.308,8.36739,bleu
0,145.308,9.48985,bleu
0,145.308,10.6123,bleu
0,145.308,11.7348,bleu
0,145.308,12.8572,bleu
0,145.308,13.9797,bleu
0,145.308,15.1022,bleu
0,145.308,16.2246,bleu
0,145.308,17.3471,bleu
0,145.308,18.4695,bleu
0,145.308,19.592,bleu
0,145.308,20.7145,bleu
0,145.308,21.8369,bleu
0,145.308,22.9594,bleu
0,145.308,24.0819,bleu
0,145.308,25.2043,bleu
0,145.308,26.3268,bleu
0,145.308,27.4492,bleu
0,145.308,28.5717,bleu
0,145.308,29.6942,bleu
0,145.308,30.8166,bleu
0,145.308,31.9391,bleu
0,145.308,33.0616,bleu
0,145.308,34.184,bleu
0,145.308,35.3065,bleu
0,145.308,36.4289,bleu
0,145.308,37.5514,bleu
0,145.308,38.6739,bleu
0,145.308,39.7963,bleu
0,145.308,40.9188,bleu
0,145.308,42.0412,bleu
0,145.308,43.1637,bleu
0,145.308,44.2862,bleu
0,145.308,45.4086,bleu
0,145.308,46.5311,bleu
0,145.308,47.6536,bleu
0,145.308,48.776,bleu
0,146.43,5,bleu
0,146.43,6.12246,bleu
0,146.43,7.24492,bleu
0,146.43,8.36739,bleu
0,146.43,9.48985,bleu
0,146.43,10.6123,bleu
0,146.43,11.7348,bleu
0,146.43,12.8572,bleu
0,146.43,13.9797,bleu
0,146.43,15.1022,bleu
0,146.43,16.2246,bleu
0,146.43,17.3471,bleu
0,146.43,18.4695,bleu
0,146.43,19.592,bleu
0,146.43,20.7145,bleu
0,146.43,21.8369,bleu
0,146.43,22.9594,bleu
0,146.43,24.0819,bleu
0,146.43,25.2043,bleu
0,146.43,26.3268,bleu
0,146.43,27.4492,bleu
0,146.43,28.5717,bleu
0,146.43,29.6942,bleu
0,146.43,30.8166,bleu
0,146.43,31.9391,bleu
0,146.43,33.0616,bleu
0,146.43,34.184,bleu
0,146.43,35.3065,bleu
0,146.43,36.4289,bleu
0,146.43,37.5514,bleu
0,146.43,38.6739,bleu
0,146.43,39.7963,bleu
0,146.43,40.9188,bleu
0,146.43,42.0412,bleu
0,146.43,43.1637,bleu
0,146.43,44.2862,bleu
0,146.43,45.4086,bleu
0,146.43,46.5311,bleu
0,146.43,47.6536,bleu
0,146.43,48.776,bleu
0,147.553,5,bleu
0,147.553,6.12246,bleu
0,147.553,7.24492,bleu
0,147.553,8.36739,bleu
0,147.553,9.48985,bleu
0,147.553,10.6123,bleu
0,147.553,11.7348,bleu
0,147.553,12.8572,bleu
0,147.553,13.9797,bleu
0,147.553,15.1022,bleu
0,147.553,16.2246,bleu
0,147.553,17.3471,bleu
0,147.553,18.4695,bleu
0,147.553,19.592,bleu
0,147.553,20.7145,bleu
0,147.553,21.8369,bleu
0,147.553,22.9594,bleu
0,147.553,24.0819,bleu
0,147.553,25.2043,bleu
0,147.553,26.3268,bleu
0,147.553,27.4492,bleu
0,147.553,28.5717,bleu
0,147.553,29.6942,bleu
0,147.553,30.8166,bleu
0,147.553,31.9391,bleu
0,147.553,33.0616,bleu
0,147.553,34.184,bleu
0,147.553,35.3065,bleu
0,147.553,36.4289,bleu
0,147.553,37.5514,bleu
0,147.553,38.6739,bleu
0,147.553,39.7963,bleu
0,147.553,40.9188,bleu
0,147.553,42.0412,bleu
0,147.553,43.1637,bleu
0,147.553,44.2862,bleu
0,147.553,45.4086,bleu
0,147.553,46.5311,bleu
0,147.553,47.6536,bleu
0,147.553,48.776,bleu
0,148.675,5,bleu
0,148.675,6.12246,bleu
0,148.675,7.24492,bleu
0,148.675,8.36739,bleu
0,148.675,9.48985,bleu
0,148.675,10.6123,bleu
0,148.675,11.7348,bleu
0,148.675,12.8572,bleu
0,148.675,13.9797,bleu
0,148.675,15.1022,bleu
0,148.675,16.2246,bleu
0,148.675,17.3471,bleu
0,148.675,18.4695,bleu
0,148.675,19.592,bleu
0,148.675,20.7145,bleu
0,148.675,21.8369,bleu
0,148.675,22.9594,bleu
0,148.675,24.0819,bleu
0,148.675,25.2043,bleu
0,148.675,26.3268,bleu
0,148.675,27.4492,bleu
0,148.675,28.5717,bleu
0,148.675,29.6942,bleu
0,148.675,30.8166,bleu
0,148.675,31.9391,bleu
0,148.675,33.0616,bleu
0,148.675,34.184,bleu
0,148.675,35.3065,bleu
0,148.675,36.4289,bleu
0,148.675,37.5514,bleu
0,148.675,38.6739,bleu
0,148.675,39.7963,bleu
0,148.675,40.9188,bleu
0,148.675,42.0412,bleu
0,148.675,43.1637,bleu
0,148.675,44.2862,bleu
0,148.675,45.4086,bleu
0,148.675,46.5311,bleu
0,148.675,47.6536,bleu
0,148.675,48.776,bleu
0,149.798,5,bleu
0,149.798,6.12246,bleu
0,149.798,7.24492,bleu
0,149.798,8.36739,bleu
0,149.798,9.48985,bleu
0,149.798,10.6123,bleu
0,149.798,11.7348,bleu
0,149.798,12.8572,bleu
0,149.798,13.9797,bleu
0,149.798,15.1022,bleu
0,149.798,16.2246,bleu
0,149.798,17.3471,bleu
0,149.798,18.4695,bleu
0,149.798,19.592,bleu
0,149.798,20.7145,bleu
0,149.798,21.8369,bleu
0,149.798,22.9594,bleu
0,149.798,24.0819,bleu
0,149.798,25.2043,bleu
0,149.798,26.3268,bleu
0,149.798,27.4492,bleu
0,149.798,28.5717,bleu
0,149.798,29.6942,bleu
0,149.798,30.8166,bleu
0,149.798,31.9391,bleu
0,149.798,33.0616,bleu
0,149.798,34.184,bleu
0,149.798,35.3065,bleu
0,149.798,36.4289,bleu
0,149.798,37.5514,bleu
0,149.798,38.6739,bleu
0,149.798,39.7963,bleu
0,149.798,40.9188,bleu
0,149.798,42.0412,bleu
0,149.798,43.1637,bleu
0,149.798,44.2862,bleu
0,149.798,45.4086,bleu
0,149.798,46.5311,bleu
0,149.798,47.6536,bleu
0,149.798,48.776,bleu
0,150.92,5,bleu
0,150.92,6.12246,bleu
0,150.92,7.24492,bleu
0,150.92,8.36739,bleu
0,150.92,9.48985,bleu
0,150.92,10.6123,bleu
0,150.92,11.7348,bleu
0,150.92,12.8572,bleu
0,150.92,13.9797,bleu
0,150.92,15.1022,bleu
0,150.92,16.2246,bleu
0,150.92,17.3471,bleu
0,150.92,18.4695,bleu
0,150.92,19.592,bleu
0,150.92,20.7145,bleu
0,150.92,21.8369,bleu
0,150.92,22.9594,bleu
0,150.92,24.0819,bleu
0,150.92,25.2043,bleu
0,150.92,26.3268,bleu
0,150.92,27.4492,bleu
0,150.92,28.5717,bleu
0,150.92,29.6942,bleu
0,150.92,30.8166,bleu
0,150.92,31.9391,bleu
0,150.92,33.0616,bleu
0,150.92,34.184,bleu
0,150.92,35.3065,bleu
0,150.92,36.4289,bleu
0,150.92,37.5514,bleu
0,150.92,38.6739,bleu
0,150.92,39.7963,bleu
0,150.92,40.9188,bleu
0,150.92,42.0412,bleu
0,150.92,43.1637,bleu
0,150.92,44.2862,bleu
0,150.92,45.4086,bleu
0,150.92,46.5311,bleu
0,150.92,47.6536,bleu
0,150.92,48.776,bleu
0,152.043,5,bleu
0,152.043,6.12246,bleu
0,152.043,7.24492,bleu
0,152.043,8.36739,bleu
0,152.043,9.48985,bleu
0,152.043,10.6123,bleu
0,152.043,11.7348,bleu
0,152.043,12.8572,bleu
0,152.043,13.9797,bleu
0,152.043,15.1022,bleu
0,152.043,16.2246,bleu
0,152.043,17.3471,bleu
0,152.043,18.4695,bleu
0,152.043,19.592,bleu
0,152.043,20.7145,bleu
0,152.043,21.8369,bleu
0,152.043,22.9594,bleu
0,152.043,24.0819,bleu
0,152.043,25.2043,bleu
0,152.043,26.3268,bleu
0,152.043,27.4492,bleu
0,152.043,28.5717,bleu
0,152.043,29.6942,bleu
0,152.043,30.8166,bleu
0,152.043,31.9391,bleu
0,152.043,33.0616,bleu
0,152.043,34.184,bleu
0,152.043,35.3065,bleu
0,152.043,36.4289,bleu
0,152.043,37.5514,bleu
0,152.043,38.6739,bleu
0,152.043,39.7963,bleu
0,152.043,40.9188,bleu
0,152.043,42.0412,bleu
0,152.043,43.1637,bleu
0,152.043,44.2862,bleu
0,152.043,45.4086,bleu
0,152.043,46.5311,bleu
0,152.043,47.6536,bleu
0,152.043,48.776,bleu
0,153.165,5,bleu
0,153.165,6.12246,bleu
0,153.165,7.24492,bleu
0,153.165,8.36739,bleu
0,153.165,9.48985,bleu
0,153.165,10.6123,bleu
0,153.165,11.7348,bleu
0,153.165,12.8572,bleu
0,153.165,13.9797,bleu
0,153.165,15.1022,bleu
0,153.165,16.2246,bleu
0,153.165,17.3471,bleu
0,153.165,18.4695,bleu
0,153.165,19.592,bleu
0,153.165,20.7145,bleu
0,153.165,21.8369,bleu
0,153.165,22.9594,bleu
0,153.165,24.0819,bleu
0,153.165,25.2043,bleu
0,153.165,26.3268,bleu
0,153.165,27.4492,bleu
0,153.165,28.5717,bleu
0,153.165,29.6942,bleu
0,153.165,30.8166,bleu
0,153.165,31.9391,bleu
0,153.165,33.0616,bleu
0,153.165,34.184,bleu
0,153.165,35.3065,bleu
0,153.165,36.4289,bleu
0,153.165,37.5514,bleu
0,153.165,38.6739,bleu
0,153.165,39.7963,bleu
0,153.165,40.9188,bleu
0,153.165,42.0412,bleu
0,153.165,43.1637,bleu
0,153.165,44.2862,bleu
0,153.165,45.4086,bleu
0,153.165,46.5311,bleu
0,153.165,47.6536,bleu
0,153.165,48.776,bleu
0,154.287,5,bleu
0,154.287,6.12246,bleu
0,154.287,7.24492,bleu
0,154.287,8.36739,bleu
0,154.287,9.48985,bleu
0,154.287,10.6123,bleu
0,154.287,11.7348,bleu
0,154.287,12.8572,bleu
0,154.287,13.9797,bleu
0,154.287,15.1022,bleu
0,154.287,16.2246,bleu
0,154.287,17.3471,bleu
0,154.287,18.4695,bleu
0,154.287,19.592,bleu
0,154.287,20.7145,bleu
0,154.287,21.8369,bleu
0,154.287,22.9594,bleu
0,154.287,24.0819,bleu
0,154.287,25.2043,bleu
0,154.287,26.3268,bleu
0,154.287,27.4492,bleu
0,154.287,28.5717,bleu
0,154.287,29.6942,bleu
0,154.287,30.8166,bleu
0,154.287,31.9391,bleu
0,154.287,33.0616,bleu
0,154.287,34.184,bleu
0,154.287,35.3065,bleu
0,154.287,36.4289,bleu
0,154.287,37.5514,bleu
0,154.287,38.6739,bleu
0,154.287,39.7963,bleu
0,154.287,40.9188,bleu
0,154.287,42.0412,bleu
0,154.287,43.1637,bleu
0,154.287,44.2862,bleu
0,154.287,45.4086,bleu
0,154.287,46.5311,bleu
0,154.287,47.6536,bleu
0,154.287,48.776,bleu
0,155.41,5,bleu
0,155.41,6.12246,bleu
0,155.41,7.24492,bleu
0,155.41,8.36739,bleu
0,155.41,9.48985,bleu
0,155.41,10.6123,bleu
0,155.41,11.7348,bleu
0,155.41,12.8572,bleu
0,155.41,13.9797,bleu
0,155.41,15.1022,bleu
0,155.41,16.2246,bleu
0,155.41,17.3471,bleu
0,155.41,18.4695,bleu
0,155.41,19.592,bleu
0,155.41,20.7145,bleu
0,155.41,21.8369,bleu
0,155.41,22.9594,bleu
0,155.41,24.0819,bleu
0,155.41,25.2043,bleu
0,155.41,26.3268,bleu
0,155.41,27.4492,bleu
0,155.41,28.5717,bleu
0,155.41,29.6942,bleu
0,155.41,30.8166,bleu
0,155.41,31.9391,bleu
0,155.41,33.0616,bleu
0,155.41,34.184,bleu
0,155.41,35.3065,bleu
0,155.41,36.4289,bleu
0,155.41,37.5514,bleu
0,155.41,38.6739,bleu
0,155.41,39.7963,bleu
0,155.41,40.9188,bleu
0,155.41,42.0412,bleu
0,155.41,43.1637,bleu
0,155.41,44.2862,bleu
0,155.41,45.4086,bleu
0,155.41,46.5311,bleu
0,155.41,47.6536,bleu
0,155.41,48.776,bleu
0,156.532,5,bleu
0,156.532,6.12246,bleu
0,156.532,7.24492,bleu
0,156.532,8.36739,bleu
0,156.532,9.48985,bleu
0,156.532,10.6123,bleu
0,156.532,11.7348,bleu
0,156.532,12.8572,bleu
0,156.532,13.9797,bleu
0,156.532,15.1022,bleu
0,156.532,16.2246,bleu
0,156.532,17.3471,bleu
0,156.532,18.4695,bleu
0,156.532,19.592,bleu
0,156.532,20.7145,bleu
0,156.532,21.8369,bleu
0,156.532,22.9594,bleu
0,156.532,24.0819,bleu
0,156.532,25.2043,bleu
0,156.532,26.3268,bleu
0,156.532,27.4492,bleu
0,156.532,28.5717,bleu
0,156.532,29.6942,bleu
0,156.532,30.8166,bleu
0,156.532,31.9391,bleu
0,156.532,33.0616,bleu
0,156.532,34.184,bleu
0,156.532,35.3065,bleu
0,156.532,36.4289,bleu
0,156.532,37.5514,bleu
0,156.532,38.6739,bleu
0,156.532,39.7963,bleu
0,156.532,40.9188,bleu
0,156.532,42.0412,bleu
0,156.532,43.1637,bleu
0,156.532,44.2862,bleu
0,156.532,45.4086,bleu
0,156.532,46.5311,bleu
0,156.532,47.6536,bleu
0,156.532,48.776,bleu
0,157.655,5,bleu
0,157.655,6.12246,bleu
0,157.655,7.24492,bleu
0,157.655,8.36739,bleu
0,157.655,9.48985,bleu
0,157.655,10.6123,bleu
0,157.655,11.7348,bleu
0,157.655,12.8572,bleu
0,157.655,13.9797,bleu
0,157.655,15.1022,bleu
0,157.655,16.2246,bleu
0,157.655,17.3471,bleu
0,157.655,18.4695,bleu
0,157.655,19.592,bleu
0,157.655,20.7145,bleu
0,157.655,21.8369,bleu
0,157.655,22.9594,bleu
0,157.655,24.0819,bleu
0,157.655,25.2043,bleu
0,157.655,26.3268,bleu
0,157.655,27.4492,bleu
0,157.655,28.5717,bleu
0,157.655,29.6942,bleu
0,157.655,30.8166,bleu
0,157.655,31.9391,bleu
0,157.655,33.0616,bleu
0,157.655,34.184,bleu
0,157.655,35.3065,bleu
0,157.655,36.4289,bleu
0,157.655,37.5514,bleu
0,157.655,38.6739,bleu
0,157.655,39.7963,bleu
0,157.655,40.9188,bleu
0,157.655,42.0412,bleu
0,157.655,43.1637,bleu
0,157.655,44.2862,bleu
0,157.655,45.4086,bleu
0,157.655,46.5311,bleu
0,157.655,47.6536,bleu
0,157.655,48.776,bleu
0,158.777,5,bleu
0,158.777,6.12246,bleu
0,158.777,7.24492,bleu
0,158.777,8.36739,bleu
0,158.777,9.48985,bleu
0,158.777,10.6123,bleu
0,158.777,11.7348,bleu
0,158.777,12.8572,bleu
0,158.777,13.9797,bleu
0,158.777,15.1022,bleu
0,158.777,16.2246,bleu
0,158.777,17.3471,bleu
0,158.777,18.4695,bleu
0,158.777,19.592,bleu
0,158.777,20.7145,bleu
0,158.777,21.8369,bleu
0,158.777,22.9594,bleu
0,158.777,24.0819,bleu
0,158.777,25.2043,bleu
0,158.777,26.3268,bleu
0,158.777,27.4492,bleu
0,158.777,28.5717,bleu
0,158.777,29.6942,bleu
0,158.777,30.8166,bleu
0,158.777,31.9391,bleu
0,158.777,33.0616,bleu
0,158.777,34.184,bleu
0,158.777,35.3065,bleu
0,158.777,36.4289,bleu
0,158.777,37.5514,bleu
0,158.777,38.6739,bleu
0,158.777,39.7963,bleu
0,158.777,40.9188,bleu
0,158.777,42.0412,bleu
0,158.777,43.1637,bleu
0,158.777,44.2862,bleu
0,158.777,45.4086,bleu
0,158.777,46.5311,bleu
0,158.777,47.6536,bleu
0,158.777,48.776,bleu
0,159.9,5,bleu
0,159.9,6.12246,bleu
0,159.9,7.24492,bleu
0,159.9,8.36739,bleu
0,159.9,9.48985,bleu
0,159.9,10.6123,bleu
0,159.9,11.7348,bleu
0,159.9,12.8572,bleu
0,159.9,13.9797,bleu
0,159.9,15.1022,bleu
0,159.9,16.2246,bleu
0,159.9,17.3471,bleu
0,159.9,18.4695,bleu
0,159.9,19.592,bleu
0,159.9,20.7145,bleu
0,159.9,21.8369,bleu
0,159.9,22.9594,bleu
0,159.9,24.0819,bleu
0,159.9,25.2043,bleu
0,159.9,26.3268,bleu
0,159.9,27.4492,bleu
0,159.9,28.5717,bleu
0,159.9,29.6942,bleu
0,159.9,30.8166,bleu
0,159.9,31.9391,bleu
0,159.9,33.0616,bleu
0,159.9,34.184,bleu
0,159.9,35.3065,bleu
0,159.9,36.4289,bleu
0,159.9,37.5514,bleu
0,159.9,38.6739,bleu
0,159.9,39.7963,bleu
0,159.9,40.9188,bleu
0,159.9,42.0412,bleu
0,159.9,43.1637,bleu
0,159.9,44.2862,bleu
0,159.9,45.4086,bleu
0,159.9,46.5311,bleu
0,159.9,47.6536,bleu
0,159.9,48.776,bleu
0,161.022,5,bleu
0,161.022,6.12246,bleu
0,161.022,7.24492,bleu
0,161.022,8.36739,bleu
0,161.022,9.48985,bleu
0,161.022,10.6123,bleu
0,161.022,11.7348,bleu
0,161.022,12.8572,bleu
0,161.022,13.9797,bleu
0,161.022,15.1022,bleu
0,161.022,16.2246,bleu
0,161.022,17.3471,bleu
0,161.022,18.4695,bleu
0,161.022,19.592,bleu
0,161.022,20.7145,bleu
0,161.022,21.8369,bleu
0,161.022,22.9594,bleu
0,161.022,24.0819,bleu
0,161.022,25.2043,bleu
0,161.022,26.3268,bleu
0,161.022,27.4492,bleu
0,161.022,28.5717,bleu
0,161.022,29.6942,bleu
0,161.022,30.8166,bleu
0,161.022,31.9391,bleu
0,161.022,33.0616,bleu
0,161.022,34.184,bleu
0,161.022,35.3065,bleu
0,161.022,36.4289,bleu
0,161.022,37.5514,bleu
0,161.022,38.6739,bleu
0,161.022,39.7963,bleu
0,161.022,40.9188,bleu
0,161.022,42.0412,bleu
0,161.022,43.1637,bleu
0,161.022,44.2862,bleu
0,161.022,45.4086,bleu
0,161.022,46.5311,bleu
0,161.022,47.6536,bleu
0,161.022,48.776,bleu
0,162.145,5,bleu
0,162.145,6.12246,bleu
0,162.145,7.24492,bleu
0,162.145,8.36739,bleu
0,162.145,9.48985,bleu
0,162.145,10.6123,bleu
0,162.145,11.7348,bleu
0,162.145,12.8572,bleu
0,162.145,13.9797,bleu
0,162.145,15.1022,bleu
0,162.145,16.2246,bleu
0,162.145,17.3471,bleu
0,162.145,18.4695,bleu
0,162.145,19.592,bleu
0,162.145,20.7145,bleu
0,162.145,21.8369,bleu
0,162.145,22.9594,bleu
0,162.145,24.0819,bleu
0,162.145,25.2043,bleu
0,162.145,26.3268,bleu
0,162.145,27.4492,bleu
0,162.145,28.5717,bleu
0,162.145,29.6942,bleu
0,162.145,30.8166,bleu
0,162.145,31.9391,bleu
0,162.145,33.0616,bleu
0,162.145,34.184,bleu
0,162.145,35.3065,bleu
0,162.145,36.4289,bleu
0,162.145,37.5514,bleu
0,162.145,38.6739,bleu
0,162.145,39.7963,bleu
0,162.145,40.9188,bleu
0,162.145,42.0412,bleu
0,162.145,43.1637,bleu
0,162.145,44.2862,bleu
0,162.145,45.4086,bleu
0,162.145,46.5311,bleu
0,162.145,47.6536,bleu
0,162.145,48.776,bleu
0,163.267,5,bleu
0,163.267,6.12246,bleu
0,163.267,7.24492,bleu
0,163.267,8.36739,bleu
0,163.267,9.48985,bleu
0,163.267,10.6123,bleu
0,163.267,11.7348,bleu
0,163.267,12.8572,bleu
0,163.267,13.9797,bleu
0,163.267,15.1022,bleu
0,163.267,16.2246,bleu
0,163.267,17.3471,bleu
0,163.267,18.4695,bleu
0,163.267,19.592,bleu
0,163.267,20.7145,bleu
0,163.267,21.8369,bleu
0,163.267,22.9594,bleu
0,163.267,24.0819,bleu
0,163.267,25.2043,bleu
0,163.267,26.3268,bleu
0,163.267,27.4492,bleu
0,163.267,28.5717,bleu
0,163.267,29.6942,bleu
0,163.267,30.8166,bleu
0,163.267,31.9391,bleu
0,163.267,33.0616,bleu
0,163.267,34.184,bleu
0,163.267,35.3065,bleu
0,163.267,36.4289,bleu
0,163.267,37.5514,bleu
0,163.267,38.6739,bleu
0,163.267,39.7963,bleu
0,163.267,40.9188,bleu
0,163.267,42.0412,bleu
0,163.267,43.1637,bleu
0,163.267,44.2862,bleu
0,163.267,45.4086,bleu
0,163.267,46.5311,bleu
0,163.267,47.6536,bleu
0,163.267,48.776,bleu
0,164.39,5,bleu
0,164.39,6.12246,bleu
0,164.39,7.24492,bleu
0,164.39,8.36739,bleu
0,164.39,9.48985,bleu
0,164.39,10.6123,bleu
0,164.39,11.7348,bleu
0,164.39,12.8572,bleu
0,164.39,13.9797,bleu
0,164.39,15.1022,bleu
0,164.39,16.2246,bleu
0,164.39,17.3471,bleu
0,164.39,18.4695,bleu
0,164.39,19.592,bleu
0,164.39,20.7145,bleu
0,164.39,21.8369,bleu
0,164.39,22.9594,bleu
0,164.39,24.0819,bleu
0,164.39,25.2043,bleu
0,164.39,26.3268,bleu
0,164.39,27.4492,bleu
0,164.39,28.5717,bleu
0,164.39,29.6942,bleu
0,164.39,30.8166,bleu
0,164.39,31.9391,bleu
0,164.39,33.0616,bleu
0,164.39,34.184,bleu
0,164.39,35.3065,bleu
0,164.39,36.4289,bleu
0,164.39,37.5514,bleu
0,164.39,38.6739,bleu
0,164.39,39.7963,bleu
0,164.39,40.9188,bleu
0,164.39,42.0412,bleu
0,164.39,43.1637,bleu
0,164.39,44.2862,bleu
0,164.39,45.4086,bleu
0,164.39,46.5311,bleu
0,164.39,47.6536,bleu
0,164.39,48.776,bleu
0,165.512,5,bleu
0,165.512,6.12246,bleu
0,165.512,7.24492,bleu
0,165.512,8.36739,bleu
0,165.512,9.48985,bleu
0,165.512,10.6123,bleu
0,165.512,11.7348,bleu
0,165.512,12.8572,bleu
0,165.512,13.9797,bleu
0,165.512,15.1022,bleu
0,165.512,16.2246,bleu
0,165.512,17.3471,bleu
0,165.512,18.4695,bleu
0,165.512,19.592,bleu
0,165.512,20.7145,bleu
0,165.512,21.8369,bleu
0,165.512,22.9594,bleu
0,165.512,24.0819,bleu
0,165.512,25.2043,bleu
0,165.512,26.3268,bleu
